latitude,longitude,dataset
33.7801,-118.2608,LAPD
33.93,-118.4346,LAPD
34.0583,-118.4455,LAPD
34.062615,-118.272445,LAPD
34.0349,-118.3797,LAPD
34.1016,-118.331,LAPD
33.9978,-118.4605,LAPD
33.996,-118.4812,LAPD
34.059,-118.2737,LAPD
34.1016,-118.335,LAPD
34.0567,-118.4248,LAPD
34.0777,-118.2902,LAPD
34.0663,-118.2706,LAPD
34.1219,-118.2252,LAPD
34.1016,-118.3267,LAPD
34.0559,-118.2756,LAPD
34.1784,-118.3828,LAPD
34.2137,-118.4706,LAPD
33.9946,-118.4805,LAPD
34.1985,-118.4053,LAPD
34.0849,-118.3091,LAPD
33.9855,-118.472,LAPD
34.0584,-118.2763,LAPD
34.2611,-118.498,LAPD
34.0926,-118.3179,LAPD
34.0445,-118.2523,LAPD
34.2030088,-118.466213,LAPD
34.0245,-118.2767,LAPD
34.048,-118.2577,LAPD
33.9449,-118.4061,LAPD
34.0488,-118.2518,LAPD
34.2011,-118.5772,LAPD
34.229,-118.4654,LAPD
34.1722,-118.3763,LAPD
33.9942,-118.4795,LAPD
33.9427,-118.4052,LAPD
34.0722,-118.2831,LAPD
34.2308,-118.5361,LAPD
34.2376199,-118.5354297,LAPD
34.2011,-118.5906,LAPD
34.0539,-118.2799,LAPD
34.1867,-118.3703,LAPD
33.9743114,-118.3026004,LAPD
34.212,-118.5754,LAPD
34.0799,-118.3068,LAPD
34.0598,-118.2935,LAPD
34.1867,-118.3998,LAPD
34.0388,-118.4645,LAPD
34.1866,-118.6418,LAPD
34.202,-118.3922,LAPD
33.9431,-118.4011,LAPD
34.163,-118.3757,LAPD
34.2085,-118.3703,LAPD
34.0783,-118.3092,LAPD
33.9785,-118.4664,LAPD
34.2685,-118.4694,LAPD
34.2397,-118.582,LAPD
34.201,-118.5977,LAPD
34.0491,-118.4609,LAPD
34.2103,-118.3965,LAPD
34.0341,-118.3894,LAPD
33.7572199,-118.1407504,LAPD
34.156,-118.4659,LAPD
34.0571,-118.4422,LAPD
34.0636,-118.2992,LAPD
34.0627,-118.2769,LAPD
34.1015843,-118.3347598,LAPD
34.1018,-118.2961,LAPD
34.2132,-118.4553,LAPD
34.0981,-118.3092,LAPD
34.0763,-118.3054,LAPD
34.2012,-118.379,LAPD
34.2927,-118.4513,LAPD
34.0511,-118.2597,LAPD
34.0172,-118.2088,LAPD
34.1209,-118.227,LAPD
34.0501,-118.4601,LAPD
34.1013645,-118.3208465,LAPD
34.1794,-118.397,LAPD
34.1681,-118.379,LAPD
33.9929927,-118.3227944,LAPD
34.0387,-118.5439,LAPD
34.0553,-118.4457,LAPD
33.9819,-118.2871,LAPD
34.1111,-118.265,LAPD
34.1289,-118.2684,LAPD
34.2009923,-118.5928554,LAPD
34.0419,-118.554,LAPD
39.6166023,-104.9872608,LAPD
34.0862,-118.2174,LAPD
34.0451,-118.2604,LAPD
34.1721,-118.4225,LAPD
34.0332,-118.4488,LAPD
34.0907,-118.3157,LAPD
34.0466,-118.4479,LAPD
34.2050264,-118.3785867,LAPD
34.1938,-118.4702,LAPD
34.3268,-118.4277,LAPD
33.7321,-118.295,LAPD
34.1703,-118.4662,LAPD
34.0491,-118.2558,LAPD
34.2176,-118.6017,LAPD
34.2748,-118.5566,LAPD
34.3087,-118.4319,LAPD
34.183,-118.3834,LAPD
33.9636,-118.3112,LAPD
33.9782,-118.2827,LAPD
34.0473,-118.3213,LAPD
34.2198,-118.5975,LAPD
34.0573874,-118.274705,LAPD
34.0083,-118.2784,LAPD
34.02,-118.4036,LAPD
34.1681,-118.3766,LAPD
33.9951,-118.4715,LAPD
34.0465,-118.4484,LAPD
33.9708,-118.2783,LAPD
34.0394851,-118.4637068,LAPD
34.0097,-118.4278,LAPD
34.1016134,-118.3295531,LAPD
34.0564,-118.3131,LAPD
34.0655,-118.3114,LAPD
33.7721,-118.2729,LAPD
34.203,-118.4487,LAPD
34.0367,-118.44,LAPD
34.165,-118.6233,LAPD
34.1113,-118.2654,LAPD
34.143,-118.3727,LAPD
34.1544813,-118.6054511,LAPD
34.1552,-118.4749,LAPD
34.024,-118.2692,LAPD
34.0346,-118.2724,LAPD
34.0499,-118.2879,LAPD
34.2047,-118.5994,LAPD
34.2011,-118.5955,LAPD
34.0423,-118.2718,LAPD
34.31551,-118.4343223,LAPD
34.0312,-118.2477,LAPD
34.2667,-118.5886,LAPD
34.0291,-118.3089,LAPD
34.0153,-118.2061,LAPD
33.9774,-118.2827,LAPD
34.1922,-118.3866,LAPD
34.193932,-118.4640132,LAPD
34.0136,-118.2803,LAPD
34.2209,-118.6058,LAPD
34.0519,-118.2624,LAPD
34.1903,-118.3878,LAPD
33.9693,-118.285,LAPD
34.0215,-118.3556,LAPD
33.9892,-118.4751,LAPD
34.201,-118.5955,LAPD
34.0423,-118.2453,LAPD
33.9786,-118.2717,LAPD
34.103,-118.3225,LAPD
34.2236,-118.379,LAPD
34.1387,-118.1873,LAPD
34.0882,-118.2646,LAPD
34.0883,-118.1797,LAPD
34.0863,-118.1785,LAPD
34.3093,-118.4723,LAPD
34.290722100000004,-118.5454618,LAPD
34.0580199,-118.2714766,LAPD
34.2012,-118.4487,LAPD
34.0401,-118.2459,LAPD
33.9638,-118.2629,LAPD
34.1015539,-118.3387191,LAPD
34.0096,-118.244,LAPD
33.9813,-118.2827,LAPD
34.1812,-118.4356,LAPD
34.1837,-118.4465,LAPD
34.0385,-118.2491,LAPD
33.7836,-118.3001,LAPD
33.9856,-118.4435,LAPD
34.2084,-118.5557,LAPD
34.2117,-118.4488,LAPD
34.2066,-118.4659,LAPD
34.201,-118.6133,LAPD
34.0164,-118.3312,LAPD
34.0526,-118.3002,LAPD
34.0368,-118.2628,LAPD
34.1412,-118.3681,LAPD
34.2039,-118.4662,LAPD
33.7289,-118.2846,LAPD
34.0447,-118.2133,LAPD
34.1992,-118.5884,LAPD
34.0753,-118.3837,LAPD
34.1031903,-118.3374684,LAPD
34.0856,-118.2868,LAPD
33.9924,-118.2772,LAPD
34.2309024,-118.3877923,LAPD
33.8964,-118.2892,LAPD
34.2309,-118.3878,LAPD
34.0944,-118.3125,LAPD
34.0349,-118.3046,LAPD
33.9958,-118.4816,LAPD
34.2012,-118.4725,LAPD
33.9401,-118.2761,LAPD
34.1016,-118.3295,LAPD
34.1937,-118.6203,LAPD
34.1016,-118.3387,LAPD
34.1141,-118.2755,LAPD
34.0432,-118.2504,LAPD
34.2246,-118.5361,LAPD
34.0424,-118.281,LAPD
34.1939,-118.4432,LAPD
34.1936101,-118.5318675,LAPD
34.0326,-118.3343,LAPD
34.201,-118.5928,LAPD
33.7826,-118.2745,LAPD
34.0707,-118.3004,LAPD
33.7347,-118.2842,LAPD
34.1865,-118.6234,LAPD
34.1903,-118.5317,LAPD
34.0835,-118.331,LAPD
34.2136,-118.5912,LAPD
34.0414,-118.4613,LAPD
34.3102,-118.4371,LAPD
34.1938,-118.5975,LAPD
34.0479,-118.2612,LAPD
34.0816,-118.3005,LAPD
34.165,-118.379,LAPD
34.0597,-118.3091,LAPD
34.1533997,-118.4598777,LAPD
34.0571,-118.34,LAPD
34.2991,-118.4388,LAPD
34.0498,-118.256,LAPD
34.0775,-118.2218,LAPD
34.201,-118.5805,LAPD
34.0981,-118.2055,LAPD
34.0534,-118.2409,LAPD
33.9601,-118.2651,LAPD
34.0327,-118.261,LAPD
34.2772,-118.4213,LAPD
34.0636,-118.3047,LAPD
33.9892,-118.2705,LAPD
34.0571,-118.2084,LAPD
34.2084,-118.5716,LAPD
34.0617,-118.3008,LAPD
34.1649,-118.378,LAPD
34.2264,-118.4493,LAPD
34.0654,-118.2954,LAPD
33.9729,-118.4595,LAPD
33.9455,-118.3047,LAPD
34.0563,-118.2318,LAPD
33.7784,-118.2643,LAPD
34.0038501,-118.2717471,LAPD
33.9467,-118.2871,LAPD
34.0855,-118.3615,LAPD
34.0534,-118.2829,LAPD
33.9539,-118.3805,LAPD
34.045,-118.2469,LAPD
34.1822,-118.4836,LAPD
34.0393,-118.4397,LAPD
34.0652,-118.2878,LAPD
34.0114,-118.2624,LAPD
34.2012,-118.4312,LAPD
34.0569,-118.2736,LAPD
33.9834,-118.309,LAPD
33.9423,-118.2826,LAPD
34.0306,-118.2555,LAPD
34.2344,-118.3679,LAPD
34.0328,-118.4483,LAPD
34.0453,-118.309,LAPD
34.0204,-118.2744,LAPD
34.2905,-118.5456,LAPD
34.2152,-118.4619,LAPD
34.0388,-118.2574,LAPD
34.2134,-118.5237,LAPD
33.9806,-118.2827,LAPD
34.2267,-118.4704,LAPD
34.0374,-118.245,LAPD
34.2033,-118.6313,LAPD
34.1758,-118.5622,LAPD
34.098,-118.3468,LAPD
34.09988,-118.336,LAPD
34.0562,-118.2697,LAPD
34.2282,-118.5623,LAPD
34.1939,-118.3922,LAPD
33.986,-118.4725,LAPD
33.9781,-118.2827,LAPD
34.0997,-118.3361,LAPD
34.2012,-118.3851,LAPD
33.9431,-118.4081,LAPD
34.0382,-118.2962,LAPD
33.7797,-118.2676,LAPD
34.1016,-118.3333,LAPD
34.0308,-118.4559,LAPD
34.2029,-118.6016,LAPD
34.0336,-118.284,LAPD
34.1696541,-118.6080621,LAPD
34.0998,-118.3237,LAPD
34.0322642,-118.4490062,LAPD
34.0499,-118.226,LAPD
34.0808,-118.2655,LAPD
34.0217,-118.2753,LAPD
34.1289,-118.3468,LAPD
34.0604,-118.2393,LAPD
34.0431,-118.3482,LAPD
34.1218,-118.2251,LAPD
34.0621,-118.2684,LAPD
34.0966,-118.3049,LAPD
33.9756,-118.2827,LAPD
34.2214,-118.4657,LAPD
34.0237,-118.4246,LAPD
33.979,-118.2839,LAPD
34.1041,-118.3402,LAPD
34.2011,-118.5928,LAPD
33.9519,-118.2827,LAPD
33.9877,-118.2728,LAPD
34.0605,-118.3447,LAPD
34.119,-118.2422,LAPD
34.0315,-118.2027,LAPD
34.0435,-118.2471,LAPD
34.2121,-118.3867,LAPD
33.9501,-118.2827,LAPD
34.25419,-118.4095131,LAPD
34.2011,-118.5893,LAPD
34.0472,-118.3052,LAPD
34.0577,-118.3066,LAPD
34.2095,-118.4306,LAPD
34.046,-118.251,LAPD
34.0909,-118.2917,LAPD
33.989,-118.333,LAPD
33.9983,-118.2802,LAPD
34.3196,-118.4561,LAPD
33.9679,-118.2739,LAPD
34.0469,-118.2156,LAPD
33.9606,-118.4229,LAPD
34.0473,-118.2462,LAPD
33.7799,-118.2638,LAPD
34.2184,-118.4547,LAPD
34.0311,-118.3351,LAPD
34.0777341,-118.2891781,LAPD
34.0423,-118.4656,LAPD
34.098,-118.3623,LAPD
34.044,-118.2467,LAPD
34.201,-118.5906,LAPD
34.0021,-118.2565,LAPD
34.0086,-118.4245,LAPD
33.779,-118.2795,LAPD
34.0511,-118.2427,LAPD
33.9867897,-118.2779208,LAPD
34.098,-118.3295,LAPD
34.0392,-118.2494,LAPD
34.1877,-118.4509,LAPD
34.12,-118.2288,LAPD
34.0637,-118.3683,LAPD
34.0924,-118.2907,LAPD
33.9811,-118.4635,LAPD
34.0485,-118.2448,LAPD
34.1992,-118.6003,LAPD
34.0727,-118.2597,LAPD
34.1052,-118.3309,LAPD
34.2574,-118.4783,LAPD
34.0736,-118.3385,LAPD
34.0747,-118.3563,LAPD
33.9632,-118.2834,LAPD
33.7101,-118.2907,LAPD
33.9761,-118.2827,LAPD
34.1938,-118.5884,LAPD
34.2344,-118.4005,LAPD
34.2047,-118.5879,LAPD
34.0232,-118.2409,LAPD
33.9747,-118.2813,LAPD
34.0074,-118.2806,LAPD
34.1938,-118.6059,LAPD
34.0953,-118.3266,LAPD
34.0439,-118.2479,LAPD
34.0508,-118.4592,LAPD
33.9926,-118.4787,LAPD
34.1885,-118.3703,LAPD
34.1956,-118.599,LAPD
34.1784965,-118.3828594,LAPD
34.1012445,-118.341766,LAPD
34.0316,-118.2626,LAPD
34.0952,-118.3005,LAPD
34.2292,-118.4999,LAPD
34.0863,-118.1624,LAPD
34.3083,-118.4711,LAPD
34.0962,-118.331,LAPD
34.0462,-118.2153,LAPD
34.0908372,-118.2992169,LAPD
34.2083,-118.5955,LAPD
34.0429,-118.2462,LAPD
33.9545,-118.309,LAPD
33.9624,-118.2801,LAPD
34.0926,-118.3245,LAPD
34.0189,-118.2481,LAPD
34.098,-118.3652,LAPD
33.939,-118.2407,LAPD
34.0493,-118.2582,LAPD
34.0401,-118.4644,LAPD
34.0577,-118.2799,LAPD
34.1992,-118.5991,LAPD
34.1079,-118.3337,LAPD
34.1006,-118.3417,LAPD
34.2421,-118.4261,LAPD
34.1983,-118.5874,LAPD
34.025,-118.2392,LAPD
34.2233,-118.4677,LAPD
34.0924,-118.2918,LAPD
33.9456,-118.3932,LAPD
34.1407,-118.2228,LAPD
34.0383,-118.4326,LAPD
34.0621,-118.2619,LAPD
34.0615,-118.247,LAPD
34.2572,-118.5973,LAPD
34.0909,-118.295,LAPD
34.0422522,-118.2810738,LAPD
34.1960806,-118.3846541,LAPD
33.9798,-118.2827,LAPD
34.3155639,-118.4408072,LAPD
34.1037,-118.3252,LAPD
34.2231,-118.3965,LAPD
33.7333,-118.2906,LAPD
33.9783,-118.2871,LAPD
34.0101,-118.2827,LAPD
33.9667,-118.2915,LAPD
33.985,-118.4312,LAPD
34.0454,-118.2333,LAPD
33.9601,-118.2827,LAPD
34.2012,-118.5392,LAPD
34.2057,-118.4464,LAPD
33.7501,-118.3092,LAPD
33.9483,-118.229,LAPD
34.0272,-118.2686,LAPD
34.061,-118.2775,LAPD
33.9762,-118.3046,LAPD
34.194,-118.4186,LAPD
34.2559,-118.4378,LAPD
34.103,-118.305,LAPD
33.7753,-118.2456,LAPD
34.1939,-118.3976,LAPD
34.0619,-118.2702,LAPD
33.9756,-118.2783,LAPD
34.2194,-118.3688,LAPD
34.0944,-118.3266,LAPD
34.0503,-118.3448,LAPD
34.0191,-118.2083,LAPD
34.1039,-118.3297,LAPD
34.2185165,-118.4706415,LAPD
34.0628,-118.2811,LAPD
33.9802,-118.3352,LAPD
34.1689,-118.379,LAPD
34.0375,-118.3886,LAPD
34.0091,-118.2949,LAPD
35.2232602,-80.8412034,LAPD
34.0291,-118.3947,LAPD
33.9839,-118.4706,LAPD
34.0676,-118.2077,LAPD
34.0378,-118.219,LAPD
34.2246561,-118.4677079,LAPD
34.1591,-118.3774,LAPD
34.0545,-118.2836,LAPD
34.1939,-118.4455,LAPD
33.9974,-118.2982,LAPD
34.0714,-118.2506,LAPD
33.951,-118.2797,LAPD
34.0276,-118.3338,LAPD
33.9483,-118.2827,LAPD
34.201,-118.599,LAPD
34.25,-118.4152,LAPD
34.0216,-118.2613,LAPD
33.9663383,-118.2693717,LAPD
34.097,-118.3332,LAPD
34.0355,-118.2975,LAPD
33.7096,-118.2879,LAPD
34.2011,-118.5322,LAPD
34.057,-118.2437,LAPD
34.0907,-118.3404,LAPD
34.3189,-118.4099,LAPD
34.0126,-118.3403,LAPD
33.9533,-118.2475,LAPD
34.2598,-118.33,LAPD
33.7388,-118.2902,LAPD
34.2012,-118.4094,LAPD
34.0581,-118.3066,LAPD
41.8175388,-87.6165439,LAPD
34.203,-118.4662,LAPD
34.244,-118.5583,LAPD
34.0737,-118.2143,LAPD
34.0184,-118.3673,LAPD
34.0794,-118.2856,LAPD
34.0486,-118.2519,LAPD
34.0466,-118.3405,LAPD
34.0724,-118.2467,LAPD
33.9808,-118.2917,LAPD
34.1011525,-118.3184458,LAPD
33.7945,-118.2437,LAPD
34.0558,-118.3706,LAPD
34.2011,-118.5819,LAPD
34.0962,-118.3237,LAPD
33.988,-118.4746,LAPD
34.3214,-118.4796,LAPD
34.0515,-118.2424,LAPD
34.0578,-118.2916,LAPD
34.021282,-118.2534686,LAPD
33.9819,-118.2827,LAPD
34.167,-118.3759,LAPD
33.9682,-118.3112,LAPD
34.1419,-118.361,LAPD
34.0037,-118.2872,LAPD
33.9966,-118.2499,LAPD
34.2011152,-118.5906375,LAPD
34.1451,-118.4137,LAPD
34.2573,-118.4696,LAPD
34.0732,-118.2234,LAPD
34.0539,-118.2503,LAPD
34.1794,-118.4053,LAPD
34.0561,-118.3449,LAPD
34.1887,-118.4575,LAPD
33.9852,-118.3115,LAPD
34.0943,-118.331,LAPD
34.0364,-118.2677,LAPD
34.1957,-118.4662,LAPD
34.1013875,-118.3073331,LAPD
34.2012,-118.4182,LAPD
34.0990925,-118.2917896,LAPD
34.0671,-118.2498,LAPD
34.2179,-118.4053,LAPD
34.2085,-118.4662,LAPD
34.0437,-118.2455,LAPD
34.2048,-118.4487,LAPD
33.9744,-118.3702,LAPD
34.0452,-118.2569,LAPD
34.2393,-118.5951,LAPD
34.0725,-118.2749,LAPD
34.1558,-118.3965,LAPD
34.165,-118.5011,LAPD
34.0511,-118.4643,LAPD
34.1956,-118.5906,LAPD
34.067,-118.2899,LAPD
33.9941,-118.4797,LAPD
34.0364,-118.2964,LAPD
33.9898,-118.2701,LAPD
34.0126,-118.278,LAPD
33.9636,-118.3068,LAPD
33.998,-118.4108,LAPD
33.931,-118.2826,LAPD
34.142,-118.3615,LAPD
34.193957,-118.3757442,LAPD
34.2338,-118.4698,LAPD
34.3078626,-118.4322857,LAPD
34.0426,-118.2412,LAPD
34.035,-118.2615,LAPD
34.0327,-118.2647,LAPD
34.2318,-118.5797,LAPD
34.091,-118.2113,LAPD
34.2011,-118.5317,LAPD
34.1038,-118.3151,LAPD
34.0335,-118.2619,LAPD
34.0962,-118.3288,LAPD
34.0376,-118.2166,LAPD
34.0653,-118.3173,LAPD
34.0714,-118.2329,LAPD
34.0492,-118.4593,LAPD
34.2177,-118.403,LAPD
34.0073,-118.2872,LAPD
34.1016,-118.3252,LAPD
34.098,-118.3425,LAPD
34.0748,-118.3838,LAPD
34.042,-118.4494,LAPD
34.0245,-118.244,LAPD
34.0329,-118.3832,LAPD
34.0502,-118.2406,LAPD
34.0348,-118.2876,LAPD
34.0241,-118.1926,LAPD
34.0750175,-118.38059,LAPD
34.0888,-118.3124,LAPD
34.184,-118.4608,LAPD
33.9696,-118.2701,LAPD
34.2573,-118.5361,LAPD
34.2198072,-118.5975231,LAPD
34.0982,-118.2918,LAPD
34.0573,-118.2699,LAPD
34.0586,-118.2815,LAPD
34.0441,-118.2864,LAPD
34.172,-118.3789,LAPD
34.201,-118.6003,LAPD
33.9869,-118.4736,LAPD
33.9906,-118.4769,LAPD
33.9056,-118.2914,LAPD
33.9697773,-118.2871144,LAPD
33.9526,-118.3823,LAPD
33.7904,-118.2777,LAPD
33.9271,-118.2659,LAPD
34.0584,-118.2526,LAPD
34.0652,-118.2451,LAPD
34.2409,-118.4132,LAPD
34.2353,-118.3894,LAPD
33.9373,-118.2609,LAPD
34.1887,-118.4487,LAPD
34.0609,-118.3803,LAPD
34.1034,-118.3325,LAPD
34.0601,-118.3448,LAPD
34.0491304,-118.4606847,LAPD
34.0467,-118.252,LAPD
34.0653,-118.3091,LAPD
34.1018,-118.3006,LAPD
34.0527,-118.2398,LAPD
33.9956,-118.4722,LAPD
34.098,-118.3415,LAPD
33.7894,-118.2458,LAPD
34.0488,-118.25,LAPD
34.2198,-118.6003,LAPD
33.7824,-118.2381,LAPD
33.9542,-118.2827,LAPD
33.9601,-118.2666,LAPD
34.0473,-118.2531,LAPD
34.2059,-118.571,LAPD
33.9889,-118.3504,LAPD
34.1622,-118.4269,LAPD
34.1017,-118.3224,LAPD
34.2355002,-118.5535801,LAPD
34.2685,-118.4152,LAPD
34.0569,-118.2689,LAPD
34.0944,-118.3277,LAPD
34.1334,-118.2725,LAPD
34.0265,-118.3151,LAPD
34.0736,-118.217,LAPD
34.0398,-118.2974,LAPD
34.2048,-118.5099,LAPD
34.0483,-118.2631,LAPD
34.1611,-118.5116,LAPD
40.7837862,-73.9838807,LAPD
34.0423,-118.3043,LAPD
34.039,-118.24,LAPD
34.2047,-118.5906,LAPD
34.0432846,-118.4570932,LAPD
33.9578,-118.4173,LAPD
34.0442,-118.2109,LAPD
33.9933,-118.2801,LAPD
34.0438,-118.2547,LAPD
34.045,-118.4194,LAPD
34.1921,-118.3703,LAPD
34.2012,-118.3878,LAPD
34.2737,-118.4117,LAPD
34.0654,-118.2192,LAPD
41.7996729,-87.5889182,LAPD
33.7538,-118.2911,LAPD
34.0635,-118.2357,LAPD
33.789,-118.26,LAPD
34.2011,-118.4686,LAPD
33.942,-118.4095,LAPD
34.1052,-118.3361,LAPD
33.9551,-118.2827,LAPD
33.9806,-118.3323,LAPD
34.0304987,-118.2510652,LAPD
34.0649,-118.4372,LAPD
34.0998,-118.3334,LAPD
34.0562,-118.272,LAPD
34.0953,-118.2994,LAPD
34.1735,-118.5622,LAPD
34.1547,-118.453,LAPD
33.9747,-118.263,LAPD
34.2573,-118.4233,LAPD
34.0349,-118.3182,LAPD
33.9891,-118.3204,LAPD
34.0384,-118.4373,LAPD
34.0289,-118.2686,LAPD
33.7234,-118.2924,LAPD
34.2355,-118.4677,LAPD
34.2248,-118.5151,LAPD
34.1577,-118.5045,LAPD
34.3021,-118.4467,LAPD
33.9674,-118.2695,LAPD
33.9965,-118.2827,LAPD
34.0369,-118.2655,LAPD
33.9329,-118.2826,LAPD
34.1588,-118.3709,LAPD
33.9916,-118.4162,LAPD
34.057,-118.2779,LAPD
34.1728,-118.5603,LAPD
34.1143,-118.2695,LAPD
34.0559,-118.3031,LAPD
34.2249,-118.4792,LAPD
34.1956,-118.5977,LAPD
34.0763,-118.2905,LAPD
34.1435,-118.4009,LAPD
34.194,-118.3703,LAPD
34.1194,-118.2007,LAPD
34.0442,-118.251,LAPD
33.9924,-118.2827,LAPD
34.2373,-118.5448,LAPD
34.1042,-118.3362,LAPD
34.1884,-118.5935,LAPD
34.0844,-118.3244,LAPD
34.0403,-118.2421,LAPD
33.9577,-118.4498,LAPD
34.2373,-118.5855,LAPD
33.9452,-118.4033,LAPD
33.7324,-118.2818,LAPD
33.7433,-118.2879,LAPD
33.9833,-118.2773,LAPD
34.0464919,-118.4484367,LAPD
34.0442,-118.2439,LAPD
34.1875176,-118.3877957,LAPD
34.1956,-118.5884,LAPD
33.997,-118.4373,LAPD
34.0776,-118.2635,LAPD
33.9595,-118.3134,LAPD
34.0636,-118.3016,LAPD
34.1939,-118.4967,LAPD
34.1837,-118.4443,LAPD
34.1883,-118.6274,LAPD
34.1937,-118.6234,LAPD
34.2209361,-118.6050022,LAPD
34.25,-118.5813,LAPD
34.0637,-118.3562,LAPD
34.0436,-118.309,LAPD
34.0206,-118.2729,LAPD
33.9922,-118.4776,LAPD
34.2355221,-118.4653951,LAPD
34.0445,-118.4491,LAPD
33.9574,-118.4501,LAPD
33.96,-118.4522,LAPD
34.0569,-118.2765,LAPD
34.0219,-118.3002,LAPD
34.0121,-118.3423,LAPD
34.1867,-118.4472,LAPD
34.2221,-118.4282,LAPD
34.1,-118.3113,LAPD
34.1938,-118.5928,LAPD
33.988,-118.4703,LAPD
34.044,-118.208,LAPD
34.0073,-118.3089,LAPD
34.038,-118.4329,LAPD
34.0273155,-118.2991542,LAPD
34.0515,-118.4331,LAPD
33.999776,-118.2652412,LAPD
33.9863,-118.333,LAPD
34.0998,-118.3211,LAPD
34.0552,-118.2081,LAPD
34.1957365,-118.4662079,LAPD
34.051,-118.2445,LAPD
34.0355,-118.4404,LAPD
34.0597,-118.2795,LAPD
34.0265,-118.2723,LAPD
34.081,-118.178,LAPD
33.9188,-118.283,LAPD
34.0598,-118.2842,LAPD
34.0653,-118.2412,LAPD
34.0199,-118.2315,LAPD
34.0982,-118.3092,LAPD
34.0491,-118.2414,LAPD
