latitude,longitude,dataset,unique_coordinate_id
33.731,-118.28,LAHSA,574
34.114,-118.27,LAHSA,575
34.054,-118.241,LAHSA,576
34.044,-118.263,LAHSA,577
34.027,-118.273,LAHSA,580
34.228,-118.472,LAHSA,582
34.003,-118.244,LAHSA,586
34.22,-118.428,LAHSA,587
34.067,-118.291,LAHSA,591
34.2,-118.553,LAHSA,595
33.742,-118.292,LAHSA,597
34.205,-118.43,LAHSA,598
33.994,-118.478,LAHSA,599
34.297,-118.417,LAHSA,600
34.228,-118.496,LAHSA,607
34.181,-118.452,LAHSA,608
34.173,-118.466,LAHSA,610
34.183,-118.448,LAHSA,611
33.998,-118.46,LAHSA,615
34.193,-118.367,LAHSA,618
33.782,-118.248,LAHSA,619
34.018,-118.425,LAHSA,624
34.209,-118.388,LAHSA,625
34.155,-118.431,LAHSA,626
34.209,-118.389,LAHSA,627
34.003,-118.308,LAHSA,628
33.987,-118.312,LAHSA,630
34.202,-118.605,LAHSA,632
34.221,-118.445,LAHSA,634
34.045,-118.245,LAHSA,635
33.959,-118.417,LAHSA,636
34.066,-118.27,LAHSA,637
34.042,-118.246,LAHSA,641
34.203,-118.605,LAHSA,643
34.027,-118.257,LAHSA,644
34.215,-118.409,LAHSA,646
34.101,-118.301,LAHSA,647
34.168,-118.361,LAHSA,648
34.024,-118.278,LAHSA,650
33.987,-118.474,LAHSA,652
33.988,-118.309,LAHSA,654
34.058,-118.276,LAHSA,655
34.04,-118.252,LAHSA,657
34.059,-118.249,LAHSA,659
34.17,-118.479,LAHSA,660
34.263,-118.496,LAHSA,666
34.177,-118.381,LAHSA,667
33.995,-118.28,LAHSA,669
34.037,-118.265,LAHSA,670
34.037,-118.243,LAHSA,671
34.178,-118.381,LAHSA,672
34.264,-118.423,LAHSA,674
33.996,-118.28,LAHSA,675
34.264,-118.467,LAHSA,676
34.096,-118.29,LAHSA,678
34.068,-118.3,LAHSA,681
33.985,-118.437,LAHSA,684
34.04,-118.347,LAHSA,686
34.171,-118.562,LAHSA,687
34.022,-118.211,LAHSA,689
34.191,-118.449,LAHSA,692
34.257,-118.597,LAHSA,695
34.041,-118.309,LAHSA,696
34.206,-118.423,LAHSA,699
33.795,-118.289,LAHSA,708
34.201,-118.466,LAHSA,709
34.004,-118.462,LAHSA,710
34.022,-118.216,LAHSA,715
34.217,-118.366,LAHSA,716
33.793,-118.289,LAHSA,718
33.938,-118.241,LAHSA,720
34.053,-118.273,LAHSA,721
34.094,-118.326,LAHSA,722
34.098,-118.344,LAHSA,724
34.06,-118.262,LAHSA,726
34.03,-118.248,LAHSA,727
33.926,-118.291,LAHSA,728
34.037,-118.262,LAHSA,729
34.167,-118.614,LAHSA,730
34.038,-118.242,LAHSA,731
34.055,-118.255,LAHSA,733
34.321,-118.433,LAHSA,735
34.179,-118.439,LAHSA,737
34.167,-118.605,LAHSA,738
34.112,-118.268,LAHSA,740
33.995,-118.481,LAHSA,742
33.777,-118.26,LAHSA,743
34.073,-118.322,LAHSA,746
34.089,-118.292,LAHSA,754
34.076,-118.287,LAHSA,756
34.197,-118.377,LAHSA,758
34.19,-118.448,LAHSA,759
34.056,-118.239,LAHSA,760
34.088,-118.34,LAHSA,761
33.774,-118.262,LAHSA,764
34.096,-118.328,LAHSA,765
34.184,-118.483,LAHSA,766
33.737,-118.285,LAHSA,767
33.775,-118.26,LAHSA,768
34.029,-118.27,LAHSA,769
34.099,-118.211,LAHSA,771
34.096,-118.329,LAHSA,772
33.935,-118.253,LAHSA,776
34.14,-118.362,LAHSA,779
34.069,-118.26,LAHSA,782
33.781,-118.254,LAHSA,784
34.187,-118.45,LAHSA,785
33.73,-118.28,LAHSA,786
34.089,-118.169,LAHSA,790
34.021,-118.276,LAHSA,792
34.116,-118.228,LAHSA,795
34.053,-118.241,LAHSA,796
34.026,-118.272,LAHSA,797
34.199,-118.375,LAHSA,798
34.069,-118.264,LAHSA,800
34.186,-118.448,LAHSA,804
33.775,-118.261,LAHSA,805
34.058,-118.279,LAHSA,806
34.069,-118.289,LAHSA,808
34.038,-118.243,LAHSA,811
34.04,-118.21,LAHSA,815
34.205,-118.535,LAHSA,816
33.781,-118.255,LAHSA,817
34.025,-118.275,LAHSA,819
34.016,-118.276,LAHSA,822
34.044,-118.247,LAHSA,823
33.974,-118.308,LAHSA,824
34.037,-118.248,LAHSA,827
34.095,-118.328,LAHSA,828
33.929,-118.232,LAHSA,831
34.235,-118.44,LAHSA,832
34.186,-118.367,LAHSA,833
33.985,-118.312,LAHSA,835
34.025,-118.269,LAHSA,837
33.986,-118.308,LAHSA,839
34.049,-118.275,LAHSA,841
33.986,-118.471,LAHSA,844
33.787,-118.295,LAHSA,845
34.099,-118.313,LAHSA,849
34.083,-118.355,LAHSA,850
34.052,-118.264,LAHSA,852
34.023,-118.274,LAHSA,855
33.996,-118.475,LAHSA,856
33.774,-118.28,LAHSA,857
33.993,-118.479,LAHSA,859
34.027,-118.252,LAHSA,861
34.094,-118.331,LAHSA,863
33.794,-118.289,LAHSA,865
34.094,-118.33,LAHSA,866
33.737,-118.305,LAHSA,867
33.948,-118.272,LAHSA,871
34.236,-118.462,LAHSA,873
33.778,-118.263,LAHSA,876
33.993,-118.308,LAHSA,878
34.168,-118.527,LAHSA,879
34.077,-118.291,LAHSA,882
33.737,-118.281,LAHSA,885
33.777,-118.261,LAHSA,886
34.086,-118.186,LAHSA,889
34.028,-118.252,LAHSA,890
33.774,-118.263,LAHSA,891
34.074,-118.232,LAHSA,892
34.05,-118.257,LAHSA,895
34.036,-118.256,LAHSA,896
33.985,-118.472,LAHSA,898
33.929,-118.254,LAHSA,899
33.932,-118.254,LAHSA,900
33.928,-118.264,LAHSA,901
34.27,-118.425,LAHSA,902
34.146,-118.413,LAHSA,904
34.202,-118.45,LAHSA,906
34.235,-118.603,LAHSA,908
34.223,-118.425,LAHSA,910
34.222,-118.428,LAHSA,911
34.212,-118.448,LAHSA,912
34.258,-118.432,LAHSA,915
34.039,-118.276,LAHSA,917
33.993,-118.476,LAHSA,918
34.214,-118.361,LAHSA,920
34.194,-118.381,LAHSA,922
34.005,-118.331,LAHSA,923
33.981,-118.315,LAHSA,924
34.102,-118.316,LAHSA,927
34.043,-118.246,LAHSA,929
34.186,-118.45,LAHSA,930
34.043,-118.244,LAHSA,931
33.948,-118.232,LAHSA,932
33.96,-118.282,LAHSA,933
34.028,-118.249,LAHSA,934
34.201,-118.61,LAHSA,935
34.04,-118.241,LAHSA,936
34.001,-118.243,LAHSA,938
33.777,-118.258,LAHSA,939
34.218,-118.486,LAHSA,940
34.186,-118.37,LAHSA,943
34.005,-118.256,LAHSA,944
34.049,-118.25,LAHSA,945
34.046,-118.247,LAHSA,947
34.055,-118.238,LAHSA,948
34.226,-118.434,LAHSA,950
34.041,-118.274,LAHSA,951
34.037,-118.24,LAHSA,953
34.003,-118.304,LAHSA,954
33.993,-118.28,LAHSA,955
34.043,-118.245,LAHSA,956
34.267,-118.335,LAHSA,959
34.195,-118.601,LAHSA,960
34.213,-118.449,LAHSA,962
34.044,-118.251,LAHSA,963
34.212,-118.451,LAHSA,964
34.102,-118.313,LAHSA,965
34.049,-118.245,LAHSA,966
33.774,-118.261,LAHSA,967
34.053,-118.259,LAHSA,969
33.775,-118.268,LAHSA,970
34.042,-118.248,LAHSA,971
34.212,-118.45,LAHSA,974
34.053,-118.245,LAHSA,975
33.961,-118.269,LAHSA,976
34.185,-118.399,LAHSA,978
34.043,-118.241,LAHSA,979
34.152,-118.366,LAHSA,980
34.184,-118.399,LAHSA,981
34.157,-118.378,LAHSA,982
34.168,-118.377,LAHSA,983
34.166,-118.382,LAHSA,984
34.202,-118.392,LAHSA,985
34.092,-118.323,LAHSA,986
34.065,-118.231,LAHSA,988
34.157,-118.379,LAHSA,991
34.083,-118.361,LAHSA,993
34.157,-118.414,LAHSA,998
34.218,-118.368,LAHSA,999
34.05,-118.24,LAHSA,1000
34.075,-118.26,LAHSA,1003
34.193,-118.596,LAHSA,1004
34.153,-118.367,LAHSA,1005
34.17,-118.377,LAHSA,1006
34.053,-118.266,LAHSA,1008
34.168,-118.381,LAHSA,1011
34.116,-118.233,LAHSA,1012
34.021,-118.336,LAHSA,1013
34.138,-118.365,LAHSA,1016
34.168,-118.376,LAHSA,1017
34.039,-118.25,LAHSA,1019
34.037,-118.241,LAHSA,1024
34.169,-118.381,LAHSA,1025
34.071,-118.259,LAHSA,1026
34.168,-118.38,LAHSA,1028
34.201,-118.453,LAHSA,1029
34.024,-118.246,LAHSA,1032
34.165,-118.382,LAHSA,1033
34.074,-118.22,LAHSA,1034
34.058,-118.28,LAHSA,1036
34.022,-118.271,LAHSA,1037
34.09,-118.34,LAHSA,1038
34.208,-118.601,LAHSA,1040
34.235,-118.577,LAHSA,1042
34.075,-118.354,LAHSA,1044
34.068,-118.198,LAHSA,1045
34.038,-118.251,LAHSA,1048
34.164,-118.381,LAHSA,1050
34.202,-118.448,LAHSA,1051
34.167,-118.382,LAHSA,1054
34.099,-118.323,LAHSA,1055
33.959,-118.45,LAHSA,1056
34.16,-118.38,LAHSA,1057
34.143,-118.387,LAHSA,1058
34.06,-118.293,LAHSA,1059
34.039,-118.369,LAHSA,1060
34.003,-118.331,LAHSA,1061
34.029,-118.249,LAHSA,1062
34.019,-118.426,LAHSA,1064
34.192,-118.548,LAHSA,1066
34.08,-118.226,LAHSA,1067
34.166,-118.379,LAHSA,1068
34.123,-118.299,LAHSA,1071
34.164,-118.379,LAHSA,1073
34.141,-118.361,LAHSA,1074
33.985,-118.473,LAHSA,1075
34.056,-118.252,LAHSA,1077
34.057,-118.239,LAHSA,1079
34.203,-118.528,LAHSA,1080
34.203,-118.529,LAHSA,1081
34.201,-118.533,LAHSA,1082
34.045,-118.249,LAHSA,1083
34.18,-118.562,LAHSA,1084
34.192,-118.549,LAHSA,1085
33.959,-118.413,LAHSA,1086
34.053,-118.242,LAHSA,1087
34.003,-118.324,LAHSA,1088
34.257,-118.502,LAHSA,1089
34.2,-118.532,LAHSA,1090
34.044,-118.272,LAHSA,1091
34.056,-118.241,LAHSA,1092
34.036,-118.296,LAHSA,1093
34.076,-118.221,LAHSA,1094
34.048,-118.241,LAHSA,1095
34.202,-118.451,LAHSA,1096
34.215,-118.396,LAHSA,1097
34.07,-118.26,LAHSA,1098
34.069,-118.258,LAHSA,1100
34.074,-118.259,LAHSA,1101
33.994,-118.463,LAHSA,1102
34.221,-118.571,LAHSA,1103
33.981,-118.287,LAHSA,1104
34.058,-118.237,LAHSA,1105
34.077,-118.29,LAHSA,1106
34.046,-118.248,LAHSA,1107
34.038,-118.276,LAHSA,1109
34.244,-118.422,LAHSA,1111
34.168,-118.536,LAHSA,1113
34.087,-118.175,LAHSA,1114
34.078,-118.22,LAHSA,1115
34.083,-118.249,LAHSA,1117
34.035,-118.376,LAHSA,1118
34.078,-118.222,LAHSA,1119
34.107,-118.186,LAHSA,1120
33.79,-118.256,LAHSA,1121
34.059,-118.279,LAHSA,1122
34.211,-118.473,LAHSA,1123
34.027,-118.452,LAHSA,1124
34.106,-118.186,LAHSA,1126
34.03,-118.285,LAHSA,1127
34.184,-118.398,LAHSA,1128
34.236,-118.603,LAHSA,1129
34.231,-118.579,LAHSA,1130
34.238,-118.603,LAHSA,1131
34.199,-118.378,LAHSA,1132
34.089,-118.171,LAHSA,1133
33.99,-118.472,LAHSA,1134
34.074,-118.26,LAHSA,1135
34.033,-118.261,LAHSA,1137
33.96,-118.418,LAHSA,1138
34.034,-118.368,LAHSA,1139
33.987,-118.475,LAHSA,1140
34.077,-118.181,LAHSA,1142
34.092,-118.161,LAHSA,1143
34.076,-118.255,LAHSA,1148
34.112,-118.177,LAHSA,1149
34.179,-118.383,LAHSA,1150
34.036,-118.374,LAHSA,1151
34.033,-118.262,LAHSA,1153
34.093,-118.161,LAHSA,1154
34.092,-118.162,LAHSA,1155
34.069,-118.259,LAHSA,1157
34.04,-118.376,LAHSA,1159
34.236,-118.566,LAHSA,1160
34.045,-118.243,LAHSA,1162
34.235,-118.563,LAHSA,1164
33.961,-118.389,LAHSA,1165
34.077,-118.284,LAHSA,1166
34.045,-118.242,LAHSA,1167
33.781,-118.296,LAHSA,1169
34.175,-118.38,LAHSA,1171
33.78,-118.296,LAHSA,1173
34.041,-118.241,LAHSA,1174
34.189,-118.536,LAHSA,1175
34.053,-118.265,LAHSA,1176
34.183,-118.397,LAHSA,1178
34.186,-118.396,LAHSA,1179
34.073,-118.259,LAHSA,1180
34.038,-118.248,LAHSA,1181
34.038,-118.249,LAHSA,1182
34.041,-118.244,LAHSA,1183
34.222,-118.572,LAHSA,1185
34.229,-118.466,LAHSA,1186
33.973,-118.46,LAHSA,1187
34.208,-118.596,LAHSA,1188
33.953,-118.414,LAHSA,1189
34.032,-118.364,LAHSA,1190
34.041,-118.247,LAHSA,1191
34.021,-118.253,LAHSA,1192
34.222,-118.427,LAHSA,1193
34.235,-118.562,LAHSA,1194
33.959,-118.309,LAHSA,1195
34.195,-118.6,LAHSA,1196
34.19,-118.538,LAHSA,1197
34.236,-118.451,LAHSA,1198
34.005,-118.281,LAHSA,1199
33.974,-118.461,LAHSA,1200
34.035,-118.367,LAHSA,1201
34.035,-118.368,LAHSA,1202
34.215,-118.362,LAHSA,1205
34.217,-118.364,LAHSA,1206
34.09,-118.305,LAHSA,1207
34.213,-118.359,LAHSA,1208
34.04,-118.242,LAHSA,1209
34.211,-118.474,LAHSA,1210
34.076,-118.355,LAHSA,1211
34.004,-118.281,LAHSA,1212
34.234,-118.59,LAHSA,1213
34.222,-118.509,LAHSA,1214
34.064,-118.238,LAHSA,1217
34.101,-118.317,LAHSA,1218
34.031,-118.258,LAHSA,1219
33.956,-118.278,LAHSA,1220
34.204,-118.396,LAHSA,1221
34.121,-118.23,LAHSA,1222
33.998,-118.418,LAHSA,1224
34.292,-118.415,LAHSA,1225
34.293,-118.414,LAHSA,1226
34.085,-118.186,LAHSA,1227
34.174,-118.61,LAHSA,1228
34.064,-118.251,LAHSA,1230
34.065,-118.207,LAHSA,1231
34.065,-118.25,LAHSA,1232
33.987,-118.47,LAHSA,1233
34.221,-118.572,LAHSA,1234
33.989,-118.475,LAHSA,1236
34.003,-118.33,LAHSA,1237
34.217,-118.448,LAHSA,1238
34.005,-118.28,LAHSA,1239
34.257,-118.471,LAHSA,1240
33.746,-118.28,LAHSA,1241
34.188,-118.589,LAHSA,1243
34.045,-118.251,LAHSA,1244
34.04,-118.274,LAHSA,1245
34.045,-118.25,LAHSA,1246
34.008,-118.281,LAHSA,1248
34.091,-118.164,LAHSA,1250
34.228,-118.467,LAHSA,1251
34.052,-118.472,LAHSA,1252
34.061,-118.283,LAHSA,1253
34.046,-118.251,LAHSA,1254
34.23,-118.466,LAHSA,1256
33.993,-118.477,LAHSA,1257
34.278,-118.436,LAHSA,1258
34.044,-118.25,LAHSA,1261
34.027,-118.394,LAHSA,1263
34.052,-118.331,LAHSA,1264
34.101,-118.294,LAHSA,1267
34.178,-118.382,LAHSA,1270
34.094,-118.329,LAHSA,1272
34.203,-118.45,LAHSA,1274
34.257,-118.5,LAHSA,1275
34.103,-118.33,LAHSA,1276
34.037,-118.297,LAHSA,1277
34.077,-118.289,LAHSA,1278
34.083,-118.254,LAHSA,1279
34.058,-118.278,LAHSA,1280
33.773,-118.278,LAHSA,1281
34.194,-118.595,LAHSA,1282
34.2,-118.533,LAHSA,1283
34.073,-118.26,LAHSA,1284
34.257,-118.498,LAHSA,1285
34.107,-118.185,LAHSA,1287
34.164,-118.627,LAHSA,1288
33.789,-118.258,LAHSA,1289
34.06,-118.277,LAHSA,1290
34.059,-118.278,LAHSA,1291
34.235,-118.597,LAHSA,1293
34.1,-118.322,LAHSA,1295
34.173,-118.556,LAHSA,1296
34.2,-118.563,LAHSA,1297
34.057,-118.278,LAHSA,1298
34.046,-118.257,LAHSA,1299
34.058,-118.275,LAHSA,1301
33.93,-118.254,LAHSA,1302
33.742,-118.28,LAHSA,1305
34.201,-118.614,LAHSA,1306
34.063,-118.304,LAHSA,1307
34.2,-118.562,LAHSA,1308
34.01,-118.281,LAHSA,1309
34.185,-118.398,LAHSA,1311
33.958,-118.31,LAHSA,1312
34.212,-118.47,LAHSA,1313
34.026,-118.276,LAHSA,1314
34.092,-118.163,LAHSA,1315
34.192,-118.531,LAHSA,1317
34.12,-118.229,LAHSA,1318
34.037,-118.374,LAHSA,1319
33.955,-118.28,LAHSA,1320
33.959,-118.278,LAHSA,1322
34.001,-118.28,LAHSA,1324
34.101,-118.292,LAHSA,1326
34.071,-118.261,LAHSA,1327
33.795,-118.259,LAHSA,1328
34.072,-118.259,LAHSA,1329
34.056,-118.275,LAHSA,1332
34.049,-118.264,LAHSA,1335
34.054,-118.254,LAHSA,1336
34.074,-118.261,LAHSA,1338
33.775,-118.266,LAHSA,1339
33.961,-118.309,LAHSA,1340
34.206,-118.601,LAHSA,1342
34.178,-118.405,LAHSA,1344
34.057,-118.242,LAHSA,1346
34.206,-118.6,LAHSA,1347
33.96,-118.291,LAHSA,1349
34.257,-118.499,LAHSA,1353
34.076,-118.29,LAHSA,1355
34.202,-118.529,LAHSA,1356
34.098,-118.313,LAHSA,1359
34.034,-118.238,LAHSA,1361
33.994,-118.476,LAHSA,1362
34.264,-118.521,LAHSA,1363
34.012,-118.277,LAHSA,1365
33.957,-118.281,LAHSA,1366
34.23,-118.458,LAHSA,1367
33.993,-118.48,LAHSA,1370
34.142,-118.405,LAHSA,1371
